customer_id,segment,region,is_mobile_first,prior_90d_orders
C001047,growth,west,0,4
C001048,occasional,north,1,0
C001049,new,north,0,1
C001050,growth,south,0,1
C001051,occasional,north,1,1
C001052,high_value,west,1,3
C001053,growth,north,0,3
C001054,high_value,south,1,5
C001055,growth,south,0,2
C001056,occasional,north,1,3
C001057,new,north,1,0
C001058,growth,east,1,5
C001059,occasional,north,0,1
C001060,occasional,north,0,0
C001061,new,south,0,1
C001062,occasional,south,1,0
C001063,growth,south,0,6
C001064,occasional,west,1,3
C001065,growth,south,1,2
C001066,new,east,0,0
C001067,growth,west,1,2
C001068,occasional,north,0,0
C001069,high_value,east,1,3
C001070,growth,south,1,4
C001071,new,east,1,2
C001072,occasional,north,0,3
C001073,growth,south,1,1
C001074,new,north,0,0
C001075,new,west,1,1
C001076,growth,east,0,0
C001077,occasional,north,1,0
C001078,occasional,east,1,2
C001079,occasional,west,0,1
C001080,growth,east,0,3
C001081,growth,south,1,3
C001082,new,west,1,0
C001083,new,north,1,0
C001084,new,north,0,0
C001085,new,north,0,1
C001086,occasional,west,0,1
C001087,occasional,east,0,0
C001088,occasional,east,0,1
C001089,occasional,east,1,2
C001090,occasional,south,1,2
C001091,growth,north,0,2
C001092,occasional,west,1,1
C001093,growth,west,1,4
C001094,growth,north,0,1
C001095,occasional,north,0,0
C001096,growth,east,0,4
C001097,growth,north,1,4
C001098,new,east,0,0
C001099,new,west,1,1
C001100,growth,south,1,3
C001101,high_value,south,0,7
C001102,growth,west,0,4
C001103,occasional,south,0,1
C001104,new,north,0,0
C001105,high_value,north,0,5
C001106,occasional,west,1,0
C001107,high_value,west,1,5
C001108,growth,north,0,1
C001109,new,west,0,0
C001110,growth,north,1,1
C001111,growth,north,1,5
C001112,growth,south,1,1
C001113,occasional,south,1,0
C001114,new,west,0,0
C001115,new,east,1,0
C001116,high_value,north,1,5
C001117,high_value,east,0,6
C001118,occasional,west,1,0
C001119,growth,east,1,2
C001120,new,north,1,0
C001121,occasional,north,1,2
C001122,high_value,south,1,5
C001123,new,south,1,1
C001124,growth,south,1,3
C001125,growth,north,1,0
C001126,occasional,north,1,0
C001127,occasional,east,1,1
C001128,occasional,west,0,3
C001129,occasional,east,1,4
C001130,new,south,1,0
C001131,new,west,0,1
C001132,occasional,east,1,3
C001133,high_value,east,1,3
C001134,occasional,east,0,0
C001135,new,west,1,0
C001136,growth,east,1,3
C001137,occasional,east,0,2
C001138,growth,east,0,1
C001139,high_value,west,1,5
C001140,occasional,west,1,0
C001141,growth,south,1,2
C001142,occasional,east,0,0
C001143,new,north,1,1
C001144,new,east,1,1
C001145,growth,west,1,1
C001146,growth,east,0,0
C001147,occasional,south,1,0
C001148,new,east,1,1
C001149,occasional,south,1,0
C001150,new,south,0,0
C001151,high_value,north,1,3
C001152,new,east,0,1
C001153,high_value,north,1,3
C001154,growth,south,1,2
C001155,occasional,west,1,2
C001156,high_value,west,1,2
C001157,high_value,south,1,5
C001158,high_value,west,0,4
C001159,growth,north,1,1
C001160,occasional,west,0,1
C001161,high_value,south,1,6
C001162,occasional,west,1,0
C001163,new,west,1,0
C001164,growth,east,1,2
C001165,high_value,east,1,7
C001166,new,east,0,0
C001167,new,north,0,0
C001168,occasional,north,0,0
C001169,new,south,0,0
C001170,high_value,south,1,2
C001171,growth,east,1,2
C001172,occasional,south,1,0
C001173,growth,east,0,1
C001174,occasional,north,1,1
C001175,occasional,north,1,0
C001176,occasional,west,0,0
C001177,occasional,west,1,0
C001178,growth,west,0,4
C001179,growth,south,1,1
C001180,growth,east,0,4
C001181,occasional,east,0,2
C001182,high_value,south,1,4
C001183,high_value,east,1,5
C001184,growth,east,1,2
C001185,growth,south,1,2
C001186,new,south,1,0
C001187,growth,south,1,1
C001188,new,west,1,1
C001189,high_value,west,1,0
C001190,occasional,west,1,3
C001191,growth,west,0,2
C001192,growth,south,1,2
C001193,new,west,1,0
C001194,new,north,1,1
C001195,new,west,1,1
C001196,growth,south,0,3
C001197,growth,south,1,3
C001198,occasional,north,0,2
C001199,growth,north,0,2
C001200,occasional,south,0,0
C001201,occasional,east,0,0
C001202,occasional,north,0,2
C001203,new,west,1,0
C001204,occasional,north,1,0
C001205,high_value,west,0,1
C001206,high_value,south,1,2
C001207,occasional,south,1,1
C001208,occasional,north,1,1
C001209,growth,west,1,3
C001210,growth,east,1,2
C001211,occasional,north,1,2
C001212,new,north,1,0
C001213,occasional,east,1,1
C001214,growth,west,1,3
C001215,growth,north,0,3
C001216,occasional,north,1,1
C001217,growth,east,0,2
C001218,occasional,north,1,0
C001219,occasional,south,1,0
C001220,high_value,north,0,8
C001221,high_value,south,0,1
C001222,growth,east,0,2
C001223,new,south,0,0
C001224,occasional,south,0,0
C001225,growth,south,0,4
C001226,new,east,0,0
C001227,occasional,north,0,1
C001228,occasional,north,1,2
C001229,new,north,1,1
C001230,high_value,west,1,6
C001231,growth,east,1,4
C001232,occasional,north,0,2
C001233,growth,south,1,2
C001234,occasional,south,1,1
C001235,growth,north,0,0
C001236,high_value,west,1,4
C001237,growth,west,0,2
C001238,growth,north,1,6
C001239,growth,north,1,3
C001240,high_value,south,1,5
C001241,new,east,1,1
C001242,growth,west,1,4
C001243,growth,south,1,3
C001244,high_value,south,1,4
C001245,growth,north,1,3
C001246,growth,north,0,1
C001247,occasional,north,1,0
C001248,growth,south,1,1
C001249,new,east,1,1
C001250,new,north,0,0
C001251,high_value,north,0,5
C001252,high_value,west,0,5
C001253,high_value,west,0,7
C001254,occasional,east,1,3
C001255,high_value,east,0,3
C001256,new,east,1,0
C001257,occasional,south,0,0
C001258,new,north,1,0
C001259,occasional,south,1,0
C001260,new,east,0,0
C001261,high_value,east,0,3
C001262,growth,east,0,2
C001263,growth,east,1,3
C001264,new,north,1,0
C001265,occasional,east,1,2
C001266,new,west,1,1
C001267,growth,east,1,2
C001268,new,east,1,0
C001269,occasional,north,0,1
C001270,occasional,west,1,0
C001271,new,south,0,0
C001272,growth,south,0,4
C001273,growth,south,1,3
C001274,occasional,north,1,0
C001275,high_value,west,1,8
C001276,growth,east,1,4
C001277,growth,south,0,2
C001278,high_value,west,1,5
C001279,new,north,1,0
C001280,occasional,south,0,0
C001281,growth,east,0,0
C001282,growth,north,0,2
C001283,growth,east,1,1
C001284,occasional,west,0,0
C001285,new,east,1,0
C001286,new,north,1,0
C001287,growth,east,0,1
C001288,growth,south,0,2
C001289,occasional,east,1,1
C001290,occasional,east,1,0
C001291,occasional,north,1,4
C001292,occasional,north,0,1
C001293,occasional,north,0,2
C001294,growth,north,1,0
C001295,growth,south,1,3
C001296,growth,north,0,1
C001297,high_value,west,0,4
C001298,growth,west,1,2
C001299,occasional,north,1,2
C001300,growth,south,0,6
C001301,growth,east,1,0
C001302,occasional,east,1,1
C001303,occasional,east,0,1
C001304,growth,west,1,2
C001305,new,east,0,0
C001306,new,east,1,0
C001307,occasional,east,1,2
C001308,occasional,east,1,3
C001309,high_value,south,0,4
C001310,new,east,1,0
C001311,growth,west,1,2
C001312,new,south,1,1
C001313,occasional,north,1,2
C001314,high_value,east,0,3
C001315,high_value,west,0,6
C001316,occasional,west,0,2
C001317,occasional,east,1,0
C001318,high_value,west,1,3
C001319,occasional,south,0,0
C001320,new,south,1,0
C001321,occasional,south,0,1
C001322,occasional,south,1,1
C001323,high_value,east,1,7
C001324,occasional,west,1,1
C001325,growth,south,1,3
C001326,new,north,1,0
C001327,growth,west,1,0
C001328,occasional,west,1,1
C001329,growth,west,1,2
C001330,growth,south,0,1
C001331,occasional,east,1,4
C001332,occasional,east,0,2
C001333,occasional,west,1,1
C001334,new,west,1,1
C001335,new,west,1,2
C001336,new,south,0,0
C001337,growth,north,1,2
C001338,occasional,north,0,0
C001339,new,west,1,0
C001340,growth,west,0,0
C001341,high_value,north,0,6
C001342,new,south,0,0
C001343,occasional,north,1,0
C001344,occasional,south,0,2
C001345,new,east,1,0
C001346,occasional,east,0,1
C001347,growth,south,1,1
C001348,growth,south,1,2
C001349,growth,east,1,2
C001350,high_value,east,0,7
C001351,occasional,north,1,1
C001352,new,north,1,0
C001353,growth,south,1,1
C001354,growth,south,0,0
C001355,new,west,1,0
C001356,high_value,west,0,3
C001357,occasional,east,1,0
C001358,occasional,north,0,0
C001359,occasional,north,0,1
C001360,growth,south,0,6
C001361,occasional,east,0,1
C001362,growth,east,1,3
C001363,occasional,north,1,0
C001364,high_value,west,0,4
C001365,occasional,south,1,0
C001366,occasional,east,1,2
C001367,growth,north,0,2
C001368,high_value,west,1,6
C001369,growth,east,1,3
C001370,growth,north,0,3
C001371,high_value,south,1,7
C001372,new,south,1,0
C001373,growth,north,1,0
C001374,new,west,1,0
C001375,new,west,0,0
C001376,high_value,west,0,3
C001377,occasional,south,1,1
C001378,new,east,1,2
C001379,occasional,south,1,0
C001380,growth,south,1,4
C001381,growth,east,0,4
C001382,high_value,south,0,5
C001383,occasional,west,1,1
C001384,new,north,0,0
C001385,new,north,0,0
C001386,high_value,west,1,0
C001387,occasional,west,0,1
C001388,growth,west,1,0
C001389,new,south,1,0
C001390,high_value,south,1,1
C001391,new,north,0,0
C001392,new,south,0,0
C001393,high_value,east,1,6
C001394,high_value,south,1,3
C001395,new,south,0,0
C001396,growth,north,1,1
C001397,occasional,south,1,1
C001398,new,east,1,0
C001399,occasional,east,0,3
C001400,growth,east,0,1
C001401,growth,west,0,3
C001402,high_value,north,1,3
C001403,new,south,1,0
C001404,growth,east,1,3
C001405,growth,south,1,2
C001406,growth,west,1,2
C001407,new,north,0,1
C001408,high_value,north,0,5
C001409,new,south,0,1
C001410,occasional,south,1,2
C001411,new,west,1,0
C001412,new,south,1,0
C001413,new,south,1,1
C001414,new,north,1,1
C001415,high_value,south,1,3
C001416,occasional,east,0,2
C001417,occasional,east,1,2
C001418,occasional,east,1,0
C001419,new,south,1,1
C001420,new,north,0,0
C001421,occasional,north,1,1
C001422,occasional,north,1,0
C001423,occasional,east,1,1
C001424,growth,west,1,1
C001425,growth,west,0,2
C001426,growth,south,1,4
C001427,high_value,north,1,2
C001428,high_value,east,0,3
C001429,occasional,north,1,1
C001430,growth,east,0,3
C001431,new,south,1,0
C001432,occasional,west,0,1
C001433,high_value,east,1,3
C001434,growth,east,1,4
C001435,growth,south,1,4
C001436,new,west,0,0
C001437,growth,east,1,6
C001438,occasional,east,0,0
C001439,new,south,0,0
C001440,new,south,1,0
C001441,growth,west,1,3
C001442,high_value,south,1,4
C001443,growth,north,0,5
C001444,high_value,south,0,2
C001445,growth,south,1,7
C001446,occasional,south,1,0
C001447,new,north,0,0
C001448,occasional,north,1,2
C001449,occasional,south,1,1
C001450,growth,south,1,3
C001451,new,north,1,0
C001452,occasional,south,0,1
C001453,new,south,0,0
C001454,new,north,1,0
C001455,growth,south,1,1
C001456,high_value,south,0,5
C001457,growth,north,1,4
C001458,growth,west,1,4
C001459,new,north,1,3
C001460,growth,east,0,0
C001461,occasional,east,0,1
C001462,occasional,west,0,0
C001463,growth,east,1,2
C001464,growth,east,0,3
C001465,occasional,west,1,1
C001466,occasional,west,0,0
C001467,growth,north,1,3
C001468,growth,west,1,2
C001469,occasional,south,1,1
C001470,growth,north,1,0
C001471,new,east,1,0
C001472,growth,west,1,0
C001473,high_value,north,0,4
C001474,occasional,north,0,1
C001475,occasional,west,1,1
C001476,occasional,east,1,0
C001477,growth,north,1,3
C001478,new,west,1,0
C001479,occasional,south,1,1
C001480,occasional,south,0,1
C001481,growth,south,0,1
C001482,high_value,east,1,2
C001483,occasional,north,0,1
C001484,growth,south,0,1
C001485,occasional,south,1,1
C001486,high_value,north,0,7
C001487,new,west,1,0
C001488,occasional,north,1,2
C001489,new,west,0,1
C001490,occasional,north,0,3
C001491,high_value,south,1,3
C001492,new,north,1,0
C001493,occasional,south,0,4
C001494,occasional,east,1,1
C001495,growth,north,0,2
C001496,occasional,east,0,1
C001497,new,west,1,1
C001498,occasional,south,0,2
C001499,growth,north,0,2
C001500,occasional,east,0,1
C001501,occasional,north,1,1
C001502,new,north,1,0
C001503,growth,south,1,2
C001504,growth,south,0,1
C001505,new,north,0,1
C001506,occasional,west,0,3
C001507,occasional,east,1,2
C001508,occasional,west,1,2
C001509,growth,south,1,1
C001510,occasional,south,0,1
C001511,high_value,west,1,6
C001512,growth,north,0,4
C001513,occasional,south,1,2
C001514,occasional,west,1,4
C001515,new,south,0,0
C001516,growth,west,1,0
C001517,high_value,south,1,4
C001518,new,south,0,0
C001519,growth,west,1,1
C001520,growth,north,0,5
C001521,growth,west,0,2
C001522,occasional,north,0,2
C001523,new,south,1,0
C001524,occasional,east,1,2
C001525,occasional,east,0,0
C001526,growth,west,1,2
C001527,growth,west,0,2
C001528,occasional,east,0,0
C001529,high_value,east,1,1
C001530,growth,south,1,3
C001531,growth,west,0,3
C001532,high_value,east,1,5
C001533,occasional,north,1,0
C001534,occasional,west,0,0
C001535,high_value,south,1,3
C001536,occasional,south,1,0
C001537,occasional,south,0,0
C001538,occasional,west,0,1
C001539,new,south,1,0
C001540,growth,south,0,2
C001541,new,north,0,0
C001542,growth,south,1,3
C001543,growth,north,1,1
C001544,growth,east,0,2
C001545,occasional,west,1,0
C001546,growth,south,0,1
C001547,growth,west,1,7
C001548,occasional,west,1,0
C001549,growth,north,1,1
C001550,growth,east,1,2
C001551,high_value,east,0,6
C001552,growth,south,1,2
C001553,growth,west,0,2
C001554,growth,south,1,1
C001555,growth,north,0,1
C001556,occasional,east,0,0
C001557,new,north,1,1
C001558,occasional,south,1,2
C001559,occasional,east,0,1
C001560,new,east,0,1
C001561,new,south,1,1
C001562,occasional,south,1,1
C001563,new,north,0,0
C001564,new,south,1,1
C001565,occasional,east,0,1
C001566,occasional,east,1,0
C001567,high_value,south,1,3
C001568,high_value,north,0,3
C001569,occasional,east,1,0
C001570,occasional,east,0,0
C001571,growth,north,1,5
C001572,occasional,east,1,0
C001573,occasional,north,1,1
C001574,new,south,1,2
C001575,high_value,east,0,10
C001576,growth,east,0,3
C001577,occasional,east,0,2
C001578,new,west,1,0
C001579,new,north,1,0
C001580,new,west,1,0
C001581,new,south,0,0
C001582,growth,south,1,2
C001583,growth,west,1,2
C001584,growth,south,1,5
C001585,occasional,north,1,2
C001586,new,east,0,0
C001587,growth,east,1,3
C001588,occasional,east,0,1
C001589,growth,north,1,2
C001590,growth,east,1,1
C001591,growth,north,1,6
C001592,high_value,east,0,7
C001593,new,east,0,1
C001594,growth,west,1,2
C001595,new,west,0,0
C001596,occasional,north,1,0
C001597,growth,north,1,1
C001598,growth,east,1,1
C001599,new,west,1,0
C001600,growth,north,0,1
C001601,new,south,0,2
C001602,high_value,south,0,2
C001603,occasional,south,0,2
C001604,new,east,0,1
C001605,growth,south,1,1
C001606,growth,south,1,2
C001607,new,west,1,0
C001608,growth,south,0,4
C001609,growth,north,0,3
C001610,growth,west,0,3
C001611,growth,south,1,2
C001612,occasional,west,1,0
C001613,occasional,west,0,2
C001614,growth,east,1,3
C001615,new,north,1,1
C001616,growth,west,1,2
C001617,high_value,east,1,4
C001618,occasional,south,0,2
C001619,new,west,0,0
C001620,high_value,west,0,7
C001621,growth,west,1,3
C001622,occasional,north,1,0
C001623,new,east,0,0
C001624,high_value,south,1,5
C001625,growth,north,1,3
C001626,occasional,south,0,2
C001627,growth,north,1,3
C001628,growth,north,1,4
C001629,growth,east,0,1
C001630,growth,east,1,3
C001631,occasional,south,1,2
C001632,new,north,1,0
C001633,occasional,west,0,0
C001634,occasional,east,0,1
C001635,new,east,0,0
C001636,growth,north,1,1
C001637,growth,north,0,1
C001638,new,north,0,1
C001639,growth,north,1,0
C001640,occasional,west,1,0
C001641,occasional,south,0,1
C001642,high_value,east,0,4
C001643,occasional,west,0,5
C001644,growth,west,0,1
C001645,growth,south,0,2
C001646,occasional,south,1,0
C001647,growth,south,1,1
C001648,occasional,north,0,0
C001649,new,west,1,0
C001650,new,east,1,0
C001651,growth,south,0,1
C001652,growth,east,1,1
C001653,growth,east,0,1
C001654,high_value,north,1,6
C001655,new,east,1,0
C001656,growth,west,1,5
C001657,growth,east,0,4
C001658,new,east,0,0
C001659,growth,north,1,3
C001660,high_value,east,1,6
C001661,growth,west,1,1
C001662,occasional,south,0,0
C001663,occasional,east,0,0
C001664,growth,east,0,6
C001665,new,north,1,0
C001666,new,south,0,0
C001667,new,west,1,1
C001668,growth,west,1,3
C001669,high_value,south,1,3
C001670,new,south,1,0
C001671,growth,west,1,3
C001672,occasional,north,0,1
C001673,occasional,south,1,2
C001674,high_value,north,0,4
C001675,occasional,north,0,1
C001676,new,east,1,0
C001677,occasional,south,1,1
C001678,growth,west,0,2
C001679,new,west,1,0
C001680,occasional,west,1,0
C001681,occasional,east,1,0
C001682,new,east,0,0
C001683,occasional,east,0,1
C001684,growth,west,0,2
C001685,high_value,north,0,5
C001686,growth,east,1,1
C001687,occasional,north,0,0
C001688,occasional,south,0,1
C001689,occasional,south,1,0
C001690,growth,east,0,4
C001691,occasional,west,0,1
C001692,new,north,1,0
C001693,growth,east,1,0
C001694,occasional,north,1,0
C001695,occasional,north,0,1
C001696,occasional,south,1,2
C001697,growth,east,1,4
C001698,occasional,north,1,1
C001699,new,south,0,0
C001700,occasional,west,0,1
C001701,new,south,0,0
C001702,new,west,1,0
C001703,growth,west,1,5
C001704,occasional,south,0,0
C001705,occasional,east,1,0
C001706,new,east,1,0
C001707,high_value,south,0,3
C001708,growth,south,1,2
C001709,new,south,0,0
C001710,growth,north,0,5
C001711,occasional,north,0,0
C001712,growth,south,1,2
C001713,new,west,1,0
C001714,new,north,1,0
C001715,growth,north,0,3
C001716,occasional,south,1,1
C001717,growth,east,1,3
C001718,occasional,north,0,1
C001719,occasional,north,1,0
C001720,new,north,1,0
C001721,high_value,south,1,8
C001722,growth,north,1,1
C001723,occasional,west,1,0
C001724,occasional,west,1,0
C001725,occasional,south,0,1
C001726,high_value,north,0,1
C001727,growth,north,0,1
C001728,new,south,0,0
C001729,high_value,south,0,4
C001730,growth,east,0,0
C001731,new,south,1,0
C001732,high_value,south,1,7
C001733,occasional,south,0,1
C001734,growth,east,0,2
C001735,new,east,1,0
C001736,occasional,north,1,1
C001737,new,south,1,0
C001738,growth,east,1,1
C001739,occasional,east,0,1
C001740,occasional,east,1,1
C001741,growth,east,0,4
C001742,growth,east,0,2
C001743,high_value,south,1,5
C001744,new,east,0,1
C001745,occasional,south,0,2
C001746,occasional,south,1,0
C001747,occasional,north,1,3
C001748,occasional,south,0,0
C001749,occasional,north,1,3
C001750,growth,north,1,2
C001751,occasional,south,1,4
C001752,growth,east,1,6
C001753,new,west,0,1
C001754,new,north,1,0
C001755,growth,west,0,4
C001756,occasional,south,1,3
C001757,high_value,east,0,7
C001758,new,east,1,0
C001759,new,west,0,0
C001760,new,north,0,0
C001761,growth,west,1,2
C001762,growth,north,0,1
C001763,growth,west,1,1
C001764,high_value,east,0,3
C001765,high_value,south,0,5
C001766,high_value,south,1,5
C001767,new,north,1,0
C001768,high_value,west,1,6
C001769,high_value,east,0,3
C001770,new,west,0,0
C001771,occasional,east,1,0
C001772,occasional,west,1,1
C001773,occasional,west,1,1
C001774,new,south,1,1
C001775,occasional,east,1,1
C001776,occasional,south,1,3
C001777,occasional,west,0,1
C001778,growth,east,1,5
C001779,growth,south,0,1
C001780,occasional,east,1,2
C001781,growth,south,1,3
C001782,occasional,east,0,0
C001783,growth,south,1,1
C001784,growth,south,1,2
C001785,growth,west,0,4
C001786,new,north,0,1
C001787,growth,west,0,1
C001788,occasional,north,1,0
C001789,new,north,1,0
C001790,high_value,north,1,7
C001791,occasional,north,0,0
C001792,growth,north,0,5
C001793,growth,west,1,1
C001794,occasional,west,0,1
C001795,new,east,1,0
C001796,growth,north,1,1
C001797,occasional,west,1,1
C001798,growth,east,1,4
C001799,occasional,east,0,1
C001800,occasional,west,0,1
C001801,occasional,south,1,1
C001802,occasional,south,1,2
C001803,high_value,west,1,5
C001804,occasional,east,1,0
C001805,occasional,east,1,1
C001806,occasional,east,1,1
C001807,high_value,west,1,4
C001808,growth,south,1,1
C001809,growth,north,1,2
C001810,high_value,south,0,5
C001811,growth,east,1,2
C001812,growth,west,1,2
C001813,occasional,south,1,0
C001814,growth,east,0,3
C001815,new,west,1,0
C001816,occasional,west,1,0
C001817,occasional,west,0,0
C001818,occasional,west,0,0
C001819,occasional,east,1,0
C001820,occasional,south,1,1
C001821,new,south,0,1
C001822,occasional,east,1,0
C001823,occasional,north,1,2
C001824,occasional,east,1,0
C001825,occasional,east,1,1
C001826,high_value,east,0,4
C001827,occasional,south,0,5
C001828,occasional,east,1,0
C001829,new,north,0,0
C001830,occasional,east,1,1
C001831,occasional,west,0,1
C001832,new,west,1,0
C001833,occasional,west,1,0
C001834,growth,south,0,2
C001835,growth,north,1,1
C001836,high_value,east,1,3
C001837,high_value,north,1,4
C001838,growth,south,0,3
C001839,occasional,east,1,0
C001840,occasional,east,0,0
C001841,high_value,east,0,3
C001842,occasional,west,0,0
C001843,growth,north,1,0
C001844,new,west,0,1
C001845,growth,east,1,1
C001846,occasional,south,0,0
C001847,growth,south,0,5
C001848,occasional,east,1,2
C001849,growth,east,0,3
C001850,occasional,south,1,1
C001851,growth,north,1,1
C001852,new,north,1,0
C001853,occasional,south,1,0
C001854,occasional,south,0,1
C001855,new,east,0,1
C001856,new,west,1,0
C001857,growth,north,0,3
C001858,growth,south,0,1
C001859,growth,north,0,4
C001860,growth,west,1,0
C001861,occasional,east,1,0
C001862,new,north,0,0
C001863,new,south,1,0
C001864,occasional,east,1,0
C001865,occasional,west,1,0
C001866,new,east,1,0
C001867,new,south,1,1
C001868,growth,east,1,3
C001869,occasional,east,0,2
C001870,new,east,0,1
C001871,growth,north,1,2
C001872,growth,east,1,3
C001873,new,north,0,0
C001874,new,west,1,0
C001875,new,west,0,0
C001876,occasional,east,1,1
C001877,growth,east,1,0
C001878,growth,north,1,1
C001879,occasional,west,1,0
C001880,occasional,south,0,3
C001881,occasional,south,1,2
C001882,occasional,east,0,1
C001883,growth,west,0,2
C001884,occasional,south,0,2
C001885,growth,east,0,1
C001886,growth,east,1,3
C001887,high_value,south,1,6
C001888,growth,east,0,3
C001889,new,west,1,2
C001890,growth,south,1,4
C001891,growth,west,1,2
C001892,occasional,west,1,2
C001893,occasional,west,0,4
C001894,high_value,east,1,9
C001895,growth,west,0,3
C001896,growth,east,0,6
C001897,occasional,west,1,0
C001898,growth,east,0,2
C001899,high_value,west,1,2
C001900,high_value,west,1,4
C001901,occasional,west,1,0
C001902,high_value,east,1,3
C001903,new,east,1,1
C001904,growth,west,1,1
C001905,occasional,south,1,3
C001906,growth,north,1,1
C001907,growth,west,0,3
C001908,high_value,east,1,3
C001909,new,south,0,0
C001910,new,east,0,0
C001911,high_value,north,0,4
C001912,growth,south,1,5
C001913,new,south,0,1
C001914,occasional,south,0,0
C001915,growth,west,0,0
C001916,growth,east,0,0
C001917,occasional,north,1,0
C001918,occasional,south,0,0
C001919,occasional,north,0,2
C001920,new,west,1,1
C001921,occasional,south,1,2
C001922,growth,south,0,2
C001923,occasional,south,0,1
C001924,growth,north,1,0
C001925,growth,west,1,2
C001926,high_value,east,1,6
C001927,growth,south,1,5
C001928,occasional,south,0,2
C001929,high_value,east,0,2
C001930,growth,north,1,1
C001931,occasional,west,1,1
C001932,occasional,east,0,0
C001933,occasional,north,0,1
C001934,new,east,1,0
C001935,occasional,west,1,2
C001936,high_value,north,1,5
C001937,occasional,east,0,2
C001938,occasional,east,0,0
C001939,growth,west,1,0
C001940,high_value,east,0,3
C001941,growth,east,0,1
C001942,occasional,west,0,0
C001943,growth,west,1,2
C001944,growth,south,1,2
C001945,new,east,0,1
C001946,new,north,0,0
C001947,growth,west,0,1
C001948,new,west,0,0
C001949,high_value,south,1,8
C001950,new,east,1,1
C001951,new,west,1,2
C001952,high_value,north,0,5
C001953,occasional,east,1,2
C001954,new,west,0,1
C001955,new,west,0,0
C001956,new,north,0,0
C001957,occasional,west,0,1
C001958,high_value,west,1,6
C001959,new,north,1,0
C001960,occasional,east,0,0
C001961,occasional,east,1,2
C001962,growth,west,1,5
C001963,occasional,north,0,1
C001964,growth,west,0,4
C001965,occasional,east,1,1
C001966,high_value,south,1,8
C001967,occasional,south,1,0
C001968,new,west,0,1
C001969,occasional,west,1,1
C001970,occasional,south,1,0
C001971,growth,west,1,1
C001972,new,east,0,0
C001973,occasional,north,0,1
C001974,growth,east,1,2
C001975,growth,west,1,1
C001976,growth,north,1,8
C001977,occasional,north,1,0
C001978,new,north,1,0
C001979,occasional,east,1,1
C001980,growth,north,1,1
C001981,new,west,1,0
C001982,growth,north,1,7
C001983,new,north,1,0
C001984,growth,south,1,2
C001985,occasional,west,0,0
C001986,new,west,1,1
C001987,growth,south,1,3
C001988,occasional,east,0,0
C001989,new,west,1,0
C001990,growth,west,0,2
C001991,high_value,north,1,6
C001992,occasional,west,0,0
C001993,growth,west,1,3
C001994,high_value,east,1,4
C001995,occasional,east,0,1
C001996,occasional,south,0,1
C001997,growth,west,1,3
C001998,growth,west,0,2
C001999,new,east,1,0
C002000,occasional,east,0,1
C002001,new,south,0,1
C002002,growth,east,1,3
C002003,new,north,0,0
C002004,occasional,west,0,0
C002005,high_value,east,0,5
C002006,new,east,1,0
C002007,occasional,north,0,0
C002008,high_value,east,0,6
C002009,growth,north,1,1
C002010,occasional,west,0,1
C002011,high_value,east,1,3
C002012,growth,south,0,5
C002013,high_value,west,0,8
C002014,growth,west,1,3
C002015,growth,north,0,2
C002016,occasional,north,1,0
C002017,growth,south,1,1
C002018,high_value,north,1,3
C002019,occasional,east,1,0
C002020,growth,east,0,1
C002021,occasional,east,1,0
C002022,high_value,north,0,7
C002023,high_value,west,0,4
C002024,growth,west,0,4
C002025,occasional,east,1,0
C002026,growth,north,0,4
C002027,new,south,1,0
C002028,growth,east,0,3
C002029,occasional,east,1,1
C002030,occasional,north,0,1
C002031,high_value,west,1,2
C002032,occasional,west,1,0
C002033,growth,east,0,5
C002034,growth,south,1,3
C002035,high_value,east,0,2
C002036,occasional,north,0,3
C002037,new,east,1,1
C002038,high_value,north,1,3
C002039,occasional,north,1,0
C002040,occasional,east,0,0
C002041,growth,east,0,5
C002042,occasional,west,1,0
C002043,occasional,east,0,1
C002044,new,west,1,0
C002045,new,west,0,0
C002046,high_value,south,0,8
C002047,growth,west,0,1
C002048,occasional,south,1,1
C002049,high_value,east,1,8
C002050,growth,north,1,3
C002051,new,north,1,0
C002052,high_value,east,1,6
C002053,occasional,south,0,1
C002054,new,east,1,0
C002055,growth,north,1,7
C002056,occasional,south,0,3
C002057,new,east,1,0
C002058,occasional,east,1,2
C002059,high_value,west,0,3
C002060,high_value,west,1,3
C002061,new,west,1,0
C002062,growth,north,1,2
C002063,occasional,east,1,2
C002064,high_value,north,1,7
C002065,growth,south,1,3
C002066,new,north,1,0
C002067,occasional,south,0,0
C002068,new,north,1,1
C002069,growth,east,1,3
C002070,occasional,north,1,1
C002071,new,east,0,0
C002072,growth,east,1,3
C002073,growth,north,0,1
C002074,new,north,1,0
C002075,growth,west,0,3
C002076,occasional,east,1,2
C002077,new,south,1,0
C002078,growth,west,1,1
C002079,growth,north,1,5
C002080,high_value,west,0,9
C002081,growth,north,0,3
C002082,growth,east,0,3
C002083,occasional,north,1,0
C002084,growth,north,0,2
C002085,occasional,south,1,0
C002086,growth,north,0,0
C002087,growth,south,0,5
C002088,growth,north,1,1
C002089,occasional,north,0,0
C002090,occasional,west,1,2
C002091,growth,west,1,5
C002092,new,west,1,1
C002093,occasional,north,0,0
C002094,growth,south,1,3
C002095,new,south,1,1
C002096,growth,south,0,3
C002097,high_value,south,1,2
C002098,occasional,east,0,2
C002099,high_value,south,1,4
C002100,growth,south,1,4
