exposure_id,campaign_id,customer_id,assignment,impressions,clicks,converted,order_value,media_cost
CMP003-E000105,CMP003,C000105,treatment,5,1,0,0.0,4.9786
CMP003-E000106,CMP003,C000106,treatment,6,1,0,0.0,5.9744
CMP003-E000107,CMP003,C000107,treatment,8,0,0,0.0,7.9658
CMP003-E000108,CMP003,C000108,treatment,2,0,0,0.0,1.9915
CMP003-E000109,CMP003,C000109,treatment,4,0,0,0.0,3.9829
CMP003-E000110,CMP003,C000110,treatment,1,0,0,0.0,0.9957
CMP003-E000111,CMP003,C000111,control,0,0,0,0.0,0.0
CMP003-E000112,CMP003,C000112,control,0,0,0,0.0,0.0
CMP003-E000113,CMP003,C000113,control,0,0,0,0.0,0.0
CMP003-E000114,CMP003,C000114,treatment,5,0,0,0.0,4.9786
CMP003-E000115,CMP003,C000115,treatment,2,0,0,0.0,1.9915
CMP003-E000116,CMP003,C000116,treatment,1,0,0,0.0,0.9957
CMP003-E000117,CMP003,C000117,treatment,3,0,0,0.0,2.9872
CMP003-E000118,CMP003,C000118,treatment,1,0,0,0.0,0.9957
CMP003-E000119,CMP003,C000119,treatment,4,1,0,0.0,3.9829
CMP003-E000120,CMP003,C000120,treatment,3,0,0,0.0,2.9872
CMP003-E000121,CMP003,C000121,control,0,0,0,0.0,0.0
CMP003-E000122,CMP003,C000122,treatment,2,0,0,0.0,1.9915
CMP003-E000123,CMP003,C000123,treatment,3,1,0,0.0,2.9872
CMP003-E000124,CMP003,C000124,control,0,0,0,0.0,0.0
CMP003-E000125,CMP003,C000125,treatment,2,0,0,0.0,1.9915
CMP003-E000126,CMP003,C000126,treatment,3,0,0,0.0,2.9872
CMP003-E000127,CMP003,C000127,treatment,3,0,0,0.0,2.9872
CMP003-E000128,CMP003,C000128,treatment,5,0,0,0.0,4.9786
CMP003-E000129,CMP003,C000129,control,0,0,0,0.0,0.0
CMP003-E000130,CMP003,C000130,treatment,2,0,0,0.0,1.9915
CMP003-E000131,CMP003,C000131,treatment,2,0,0,0.0,1.9915
CMP003-E000132,CMP003,C000132,treatment,2,0,0,0.0,1.9915
CMP003-E000133,CMP003,C000133,treatment,4,0,0,0.0,3.9829
CMP003-E000134,CMP003,C000134,treatment,4,1,0,0.0,3.9829
CMP003-E000135,CMP003,C000135,treatment,4,0,0,0.0,3.9829
CMP003-E000136,CMP003,C000136,treatment,2,1,0,0.0,1.9915
CMP003-E000137,CMP003,C000137,control,0,0,0,0.0,0.0
CMP003-E000138,CMP003,C000138,treatment,3,1,0,0.0,2.9872
CMP003-E000139,CMP003,C000139,treatment,4,0,0,0.0,3.9829
CMP003-E000140,CMP003,C000140,treatment,1,0,0,0.0,0.9957
CMP003-E000141,CMP003,C000141,treatment,2,0,0,0.0,1.9915
CMP003-E000142,CMP003,C000142,control,0,0,0,0.0,0.0
CMP003-E000143,CMP003,C000143,control,0,0,0,0.0,0.0
CMP003-E000144,CMP003,C000144,treatment,3,0,0,0.0,2.9872
CMP003-E000145,CMP003,C000145,treatment,3,0,0,0.0,2.9872
CMP003-E000146,CMP003,C000146,treatment,5,1,1,42.36,4.9786
CMP003-E000147,CMP003,C000147,treatment,1,0,0,0.0,0.9957
CMP003-E000148,CMP003,C000148,treatment,1,0,0,0.0,0.9957
CMP003-E000149,CMP003,C000149,treatment,1,0,0,0.0,0.9957
CMP003-E000150,CMP003,C000150,treatment,5,0,0,0.0,4.9786
CMP003-E000151,CMP003,C000151,treatment,4,1,0,0.0,3.9829
CMP003-E000152,CMP003,C000152,treatment,1,0,0,0.0,0.9957
CMP003-E000153,CMP003,C000153,treatment,7,1,0,0.0,6.9701
CMP003-E000154,CMP003,C000154,treatment,2,1,0,0.0,1.9915
CMP003-E000155,CMP003,C000155,treatment,4,0,0,0.0,3.9829
CMP003-E000156,CMP003,C000156,treatment,3,0,0,0.0,2.9872
CMP003-E000157,CMP003,C000157,treatment,1,1,1,73.64,0.9957
CMP003-E000158,CMP003,C000158,treatment,1,0,0,0.0,0.9957
CMP003-E000159,CMP003,C000159,treatment,1,0,0,0.0,0.9957
CMP003-E000160,CMP003,C000160,treatment,4,0,0,0.0,3.9829
CMP003-E000161,CMP003,C000161,treatment,4,0,0,0.0,3.9829
CMP003-E000162,CMP003,C000162,treatment,5,1,0,0.0,4.9786
CMP003-E000163,CMP003,C000163,treatment,1,0,1,56.19,0.9957
CMP003-E000164,CMP003,C000164,treatment,2,0,0,0.0,1.9915
CMP003-E000165,CMP003,C000165,treatment,2,0,0,0.0,1.9915
CMP003-E000166,CMP003,C000166,treatment,3,0,0,0.0,2.9872
CMP003-E000167,CMP003,C000167,treatment,6,1,0,0.0,5.9744
CMP003-E000168,CMP003,C000168,treatment,3,0,0,0.0,2.9872
CMP003-E000169,CMP003,C000169,treatment,2,0,0,0.0,1.9915
CMP003-E000170,CMP003,C000170,treatment,2,0,0,0.0,1.9915
CMP003-E000171,CMP003,C000171,treatment,3,1,0,0.0,2.9872
CMP003-E000172,CMP003,C000172,treatment,3,0,0,0.0,2.9872
CMP003-E000173,CMP003,C000173,control,0,0,0,0.0,0.0
CMP003-E000174,CMP003,C000174,treatment,1,0,0,0.0,0.9957
CMP003-E000175,CMP003,C000175,treatment,3,0,0,0.0,2.9872
CMP003-E000176,CMP003,C000176,treatment,1,0,0,0.0,0.9957
CMP003-E000177,CMP003,C000177,treatment,9,2,1,42.83,8.9616
CMP003-E000178,CMP003,C000178,treatment,2,0,0,0.0,1.9915
CMP003-E000179,CMP003,C000179,treatment,5,1,0,0.0,4.9786
CMP003-E000180,CMP003,C000180,control,0,0,0,0.0,0.0
CMP003-E000181,CMP003,C000181,treatment,4,0,0,0.0,3.9829
CMP003-E000182,CMP003,C000182,treatment,3,1,0,0.0,2.9872
CMP003-E000183,CMP003,C000183,treatment,4,0,0,0.0,3.9829
CMP003-E000184,CMP003,C000184,treatment,3,0,0,0.0,2.9872
CMP003-E000185,CMP003,C000185,treatment,3,2,0,0.0,2.9872
CMP003-E000186,CMP003,C000186,control,0,0,0,0.0,0.0
CMP003-E000187,CMP003,C000187,treatment,5,0,0,0.0,4.9786
CMP003-E000188,CMP003,C000188,treatment,3,0,0,0.0,2.9872
CMP003-E000189,CMP003,C000189,treatment,5,0,0,0.0,4.9786
CMP003-E000190,CMP003,C000190,treatment,3,1,0,0.0,2.9872
CMP003-E000191,CMP003,C000191,treatment,6,0,0,0.0,5.9744
CMP003-E000192,CMP003,C000192,treatment,6,1,0,0.0,5.9744
CMP003-E000193,CMP003,C000193,treatment,4,1,0,0.0,3.9829
CMP003-E000194,CMP003,C000194,treatment,5,0,0,0.0,4.9786
CMP003-E000195,CMP003,C000195,treatment,4,1,0,0.0,3.9829
CMP003-E000196,CMP003,C000196,treatment,4,0,0,0.0,3.9829
CMP003-E000197,CMP003,C000197,treatment,2,0,0,0.0,1.9915
CMP003-E000198,CMP003,C000198,control,0,0,0,0.0,0.0
CMP003-E000199,CMP003,C000199,treatment,5,0,0,0.0,4.9786
CMP003-E000200,CMP003,C000200,treatment,3,0,0,0.0,2.9872
CMP003-E000201,CMP003,C000201,control,0,0,0,0.0,0.0
CMP003-E000202,CMP003,C000202,control,0,0,0,0.0,0.0
CMP003-E000203,CMP003,C000203,control,0,0,0,0.0,0.0
CMP003-E000204,CMP003,C000204,treatment,3,0,0,0.0,2.9872
CMP003-E000205,CMP003,C000205,control,0,0,0,0.0,0.0
CMP003-E000206,CMP003,C000206,treatment,3,0,0,0.0,2.9872
CMP003-E000207,CMP003,C000207,treatment,3,1,0,0.0,2.9872
CMP003-E000208,CMP003,C000208,treatment,2,0,0,0.0,1.9915
CMP003-E000209,CMP003,C000209,control,0,0,0,0.0,0.0
CMP003-E000210,CMP003,C000210,control,0,0,0,0.0,0.0
CMP003-E000211,CMP003,C000211,treatment,5,0,0,0.0,4.9786
CMP003-E000212,CMP003,C000212,treatment,4,1,1,67.11,3.9829
CMP003-E000213,CMP003,C000213,treatment,5,2,0,0.0,4.9786
CMP003-E000214,CMP003,C000214,treatment,5,0,0,0.0,4.9786
CMP003-E000215,CMP003,C000215,treatment,3,0,0,0.0,2.9872
CMP003-E000216,CMP003,C000216,treatment,1,1,0,0.0,0.9957
CMP003-E000217,CMP003,C000217,treatment,2,0,0,0.0,1.9915
CMP003-E000218,CMP003,C000218,treatment,3,0,0,0.0,2.9872
CMP003-E000219,CMP003,C000219,treatment,1,0,0,0.0,0.9957
CMP003-E000220,CMP003,C000220,treatment,5,1,0,0.0,4.9786
CMP003-E000221,CMP003,C000221,treatment,5,0,1,74.18,4.9786
CMP003-E000222,CMP003,C000222,treatment,1,0,0,0.0,0.9957
CMP003-E000223,CMP003,C000223,treatment,2,0,0,0.0,1.9915
CMP003-E000224,CMP003,C000224,treatment,3,0,0,0.0,2.9872
CMP003-E000225,CMP003,C000225,control,0,0,0,0.0,0.0
CMP003-E000226,CMP003,C000226,treatment,2,0,0,0.0,1.9915
CMP003-E000227,CMP003,C000227,treatment,1,0,0,0.0,0.9957
CMP003-E000228,CMP003,C000228,control,0,0,0,0.0,0.0
CMP003-E000229,CMP003,C000229,treatment,4,0,0,0.0,3.9829
CMP003-E000230,CMP003,C000230,treatment,4,0,0,0.0,3.9829
CMP003-E000231,CMP003,C000231,treatment,5,2,0,0.0,4.9786
CMP003-E000232,CMP003,C000232,control,0,0,0,0.0,0.0
CMP003-E000233,CMP003,C000233,treatment,1,0,0,0.0,0.9957
CMP003-E000234,CMP003,C000234,treatment,3,0,0,0.0,2.9872
CMP003-E000235,CMP003,C000235,treatment,1,0,0,0.0,0.9957
CMP003-E000236,CMP003,C000236,control,0,0,0,0.0,0.0
CMP003-E000237,CMP003,C000237,control,0,0,0,0.0,0.0
CMP003-E000238,CMP003,C000238,treatment,7,1,0,0.0,6.9701
CMP003-E000239,CMP003,C000239,control,0,0,0,0.0,0.0
CMP003-E000240,CMP003,C000240,treatment,6,0,0,0.0,5.9744
CMP003-E000241,CMP003,C000241,treatment,3,0,0,0.0,2.9872
CMP003-E000242,CMP003,C000242,treatment,3,0,0,0.0,2.9872
CMP003-E000243,CMP003,C000243,treatment,1,0,0,0.0,0.9957
CMP003-E000244,CMP003,C000244,treatment,2,0,0,0.0,1.9915
CMP003-E000245,CMP003,C000245,treatment,6,1,0,0.0,5.9744
CMP003-E000246,CMP003,C000246,treatment,1,0,0,0.0,0.9957
CMP003-E000247,CMP003,C000247,treatment,6,1,0,0.0,5.9744
CMP003-E000248,CMP003,C000248,treatment,4,0,0,0.0,3.9829
CMP003-E000249,CMP003,C000249,control,0,0,0,0.0,0.0
CMP003-E000250,CMP003,C000250,treatment,3,0,0,0.0,2.9872
CMP003-E000251,CMP003,C000251,treatment,3,1,0,0.0,2.9872
CMP003-E000252,CMP003,C000252,treatment,2,0,1,103.4,1.9915
CMP003-E000253,CMP003,C000253,control,0,0,0,0.0,0.0
CMP003-E000254,CMP003,C000254,treatment,3,0,0,0.0,2.9872
CMP003-E000255,CMP003,C000255,treatment,1,0,0,0.0,0.9957
CMP003-E000256,CMP003,C000256,treatment,1,0,0,0.0,0.9957
CMP003-E000257,CMP003,C000257,control,0,0,0,0.0,0.0
CMP003-E000258,CMP003,C000258,treatment,4,0,0,0.0,3.9829
CMP003-E000259,CMP003,C000259,treatment,1,1,0,0.0,0.9957
CMP003-E000260,CMP003,C000260,treatment,2,0,0,0.0,1.9915
CMP003-E000261,CMP003,C000261,treatment,4,0,0,0.0,3.9829
CMP003-E000262,CMP003,C000262,control,0,0,0,0.0,0.0
CMP003-E000263,CMP003,C000263,treatment,3,0,0,0.0,2.9872
CMP003-E000264,CMP003,C000264,treatment,6,0,1,85.04,5.9744
CMP003-E000265,CMP003,C000265,treatment,4,1,0,0.0,3.9829
CMP003-E000266,CMP003,C000266,treatment,1,0,0,0.0,0.9957
CMP003-E000267,CMP003,C000267,control,0,0,0,0.0,0.0
CMP003-E000268,CMP003,C000268,control,0,0,0,0.0,0.0
CMP003-E000269,CMP003,C000269,treatment,2,0,0,0.0,1.9915
CMP003-E000270,CMP003,C000270,control,0,0,0,0.0,0.0
CMP003-E000271,CMP003,C000271,treatment,3,0,0,0.0,2.9872
CMP003-E000272,CMP003,C000272,treatment,5,1,0,0.0,4.9786
CMP003-E000273,CMP003,C000273,treatment,3,0,0,0.0,2.9872
CMP003-E000274,CMP003,C000274,treatment,5,0,0,0.0,4.9786
CMP003-E000275,CMP003,C000275,treatment,3,0,0,0.0,2.9872
CMP003-E000276,CMP003,C000276,treatment,2,0,0,0.0,1.9915
CMP003-E000277,CMP003,C000277,treatment,4,0,0,0.0,3.9829
CMP003-E000278,CMP003,C000278,treatment,2,0,0,0.0,1.9915
CMP003-E000279,CMP003,C000279,control,0,0,0,0.0,0.0
CMP003-E000280,CMP003,C000280,control,0,0,0,0.0,0.0
CMP003-E000281,CMP003,C000281,treatment,2,0,0,0.0,1.9915
CMP003-E000282,CMP003,C000282,treatment,5,1,0,0.0,4.9786
CMP003-E000283,CMP003,C000283,treatment,3,0,0,0.0,2.9872
CMP003-E000284,CMP003,C000284,treatment,4,0,0,0.0,3.9829
CMP003-E000285,CMP003,C000285,treatment,4,1,0,0.0,3.9829
CMP003-E000286,CMP003,C000286,control,0,0,0,0.0,0.0
CMP003-E000287,CMP003,C000287,control,0,0,0,0.0,0.0
CMP003-E000288,CMP003,C000288,treatment,3,0,0,0.0,2.9872
CMP003-E000289,CMP003,C000289,treatment,6,0,0,0.0,5.9744
CMP003-E000290,CMP003,C000290,treatment,2,0,0,0.0,1.9915
CMP003-E000291,CMP003,C000291,treatment,1,1,0,0.0,0.9957
CMP003-E000292,CMP003,C000292,treatment,4,0,0,0.0,3.9829
CMP003-E000293,CMP003,C000293,treatment,3,0,1,136.04,2.9872
CMP003-E000294,CMP003,C000294,treatment,2,0,0,0.0,1.9915
CMP003-E000295,CMP003,C000295,treatment,3,0,0,0.0,2.9872
CMP003-E000296,CMP003,C000296,treatment,7,0,0,0.0,6.9701
CMP003-E000297,CMP003,C000297,treatment,7,0,0,0.0,6.9701
CMP003-E000298,CMP003,C000298,treatment,1,0,0,0.0,0.9957
CMP003-E000299,CMP003,C000299,treatment,6,1,0,0.0,5.9744
CMP003-E000300,CMP003,C000300,treatment,6,1,0,0.0,5.9744
CMP003-E000301,CMP003,C000301,control,0,0,0,0.0,0.0
CMP003-E000302,CMP003,C000302,treatment,1,0,0,0.0,0.9957
CMP003-E000303,CMP003,C000303,control,0,0,0,0.0,0.0
CMP003-E000304,CMP003,C000304,treatment,6,0,0,0.0,5.9744
CMP003-E000305,CMP003,C000305,treatment,4,0,0,0.0,3.9829
CMP003-E000306,CMP003,C000306,treatment,2,0,0,0.0,1.9915
CMP003-E000307,CMP003,C000307,treatment,4,0,0,0.0,3.9829
CMP003-E000308,CMP003,C000308,control,0,0,0,0.0,0.0
CMP003-E000309,CMP003,C000309,control,0,0,0,0.0,0.0
CMP003-E000310,CMP003,C000310,treatment,3,0,0,0.0,2.9872
CMP003-E000311,CMP003,C000311,treatment,2,0,0,0.0,1.9915
CMP003-E000312,CMP003,C000312,treatment,4,0,0,0.0,3.9829
CMP003-E000313,CMP003,C000313,treatment,2,0,0,0.0,1.9915
CMP003-E000314,CMP003,C000314,treatment,4,0,0,0.0,3.9829
CMP003-E000315,CMP003,C000315,treatment,5,1,0,0.0,4.9786
CMP003-E000316,CMP003,C000316,treatment,8,0,0,0.0,7.9658
CMP003-E000317,CMP003,C000317,treatment,5,0,0,0.0,4.9786
CMP003-E000318,CMP003,C000318,treatment,2,1,0,0.0,1.9915
CMP003-E000319,CMP003,C000319,control,0,0,0,0.0,0.0
CMP003-E000320,CMP003,C000320,treatment,2,0,0,0.0,1.9915
CMP003-E000321,CMP003,C000321,treatment,4,0,0,0.0,3.9829
CMP003-E000322,CMP003,C000322,treatment,2,0,0,0.0,1.9915
CMP003-E000323,CMP003,C000323,treatment,2,0,0,0.0,1.9915
CMP003-E000324,CMP003,C000324,treatment,3,0,0,0.0,2.9872
CMP003-E000325,CMP003,C000325,control,0,0,0,0.0,0.0
CMP003-E000326,CMP003,C000326,treatment,3,0,1,85.96,2.9872
CMP003-E000327,CMP003,C000327,treatment,4,0,0,0.0,3.9829
CMP003-E000328,CMP003,C000328,treatment,5,0,0,0.0,4.9786
CMP003-E000329,CMP003,C000329,treatment,1,0,0,0.0,0.9957
CMP003-E000330,CMP003,C000330,treatment,3,0,0,0.0,2.9872
CMP003-E000331,CMP003,C000331,control,0,0,0,0.0,0.0
CMP003-E000332,CMP003,C000332,treatment,3,0,0,0.0,2.9872
CMP003-E000333,CMP003,C000333,treatment,4,1,0,0.0,3.9829
CMP003-E000334,CMP003,C000334,treatment,1,0,0,0.0,0.9957
CMP003-E000335,CMP003,C000335,treatment,5,1,0,0.0,4.9786
CMP003-E000336,CMP003,C000336,treatment,3,0,0,0.0,2.9872
CMP003-E000337,CMP003,C000337,treatment,2,0,0,0.0,1.9915
CMP003-E000338,CMP003,C000338,treatment,4,0,0,0.0,3.9829
CMP003-E000339,CMP003,C000339,control,0,0,0,0.0,0.0
CMP003-E000340,CMP003,C000340,treatment,5,0,0,0.0,4.9786
CMP003-E000341,CMP003,C000341,control,0,0,0,0.0,0.0
CMP003-E000342,CMP003,C000342,treatment,2,0,0,0.0,1.9915
CMP003-E000343,CMP003,C000343,treatment,2,1,0,0.0,1.9915
CMP003-E000344,CMP003,C000344,treatment,2,1,0,0.0,1.9915
CMP003-E000345,CMP003,C000345,treatment,6,0,0,0.0,5.9744
CMP003-E000346,CMP003,C000346,treatment,2,0,0,0.0,1.9915
CMP003-E000347,CMP003,C000347,control,0,0,0,0.0,0.0
CMP003-E000348,CMP003,C000348,treatment,3,1,0,0.0,2.9872
CMP003-E000349,CMP003,C000349,control,0,0,0,0.0,0.0
CMP003-E000350,CMP003,C000350,treatment,5,1,0,0.0,4.9786
CMP003-E000351,CMP003,C000351,treatment,5,0,1,165.4,4.9786
CMP003-E000352,CMP003,C000352,treatment,5,2,1,178.58,4.9786
CMP003-E000353,CMP003,C000353,treatment,5,1,1,48.4,4.9786
CMP003-E000354,CMP003,C000354,treatment,4,2,0,0.0,3.9829
CMP003-E000355,CMP003,C000355,treatment,5,1,0,0.0,4.9786
CMP003-E000356,CMP003,C000356,treatment,6,0,0,0.0,5.9744
CMP003-E000357,CMP003,C000357,treatment,1,0,0,0.0,0.9957
CMP003-E000358,CMP003,C000358,treatment,1,0,0,0.0,0.9957
CMP003-E000359,CMP003,C000359,treatment,1,0,0,0.0,0.9957
CMP003-E000360,CMP003,C000360,control,0,0,0,0.0,0.0
CMP003-E000361,CMP003,C000361,control,0,0,0,0.0,0.0
CMP003-E000362,CMP003,C000362,control,0,0,0,0.0,0.0
CMP003-E000363,CMP003,C000363,control,0,0,0,0.0,0.0
CMP003-E000364,CMP003,C000364,control,0,0,0,0.0,0.0
CMP003-E000365,CMP003,C000365,treatment,2,0,0,0.0,1.9915
CMP003-E000366,CMP003,C000366,control,0,0,0,0.0,0.0
CMP003-E000367,CMP003,C000367,treatment,1,0,0,0.0,0.9957
CMP003-E000368,CMP003,C000368,treatment,7,2,0,0.0,6.9701
CMP003-E000369,CMP003,C000369,treatment,3,0,0,0.0,2.9872
CMP003-E000370,CMP003,C000370,treatment,10,0,0,0.0,9.9573
CMP003-E000371,CMP003,C000371,control,0,0,0,0.0,0.0
CMP003-E000372,CMP003,C000372,treatment,4,1,0,0.0,3.9829
CMP003-E000373,CMP003,C000373,treatment,4,0,0,0.0,3.9829
CMP003-E000374,CMP003,C000374,control,0,0,0,0.0,0.0
CMP003-E000375,CMP003,C000375,treatment,4,0,0,0.0,3.9829
CMP003-E000376,CMP003,C000376,control,0,0,0,0.0,0.0
CMP003-E000377,CMP003,C000377,treatment,3,1,0,0.0,2.9872
CMP003-E000378,CMP003,C000378,treatment,1,0,0,0.0,0.9957
CMP003-E000379,CMP003,C000379,treatment,2,0,0,0.0,1.9915
CMP003-E000380,CMP003,C000380,treatment,2,0,0,0.0,1.9915
CMP003-E000381,CMP003,C000381,treatment,6,0,0,0.0,5.9744
CMP003-E000382,CMP003,C000382,control,0,0,0,0.0,0.0
CMP003-E000383,CMP003,C000383,treatment,3,0,1,102.52,2.9872
CMP003-E000384,CMP003,C000384,control,0,0,0,0.0,0.0
CMP003-E000385,CMP003,C000385,treatment,2,0,0,0.0,1.9915
CMP003-E000386,CMP003,C000386,treatment,4,0,0,0.0,3.9829
CMP003-E000387,CMP003,C000387,treatment,1,0,0,0.0,0.9957
CMP003-E000388,CMP003,C000388,treatment,4,0,0,0.0,3.9829
CMP003-E000389,CMP003,C000389,treatment,2,0,0,0.0,1.9915
CMP003-E000390,CMP003,C000390,treatment,6,1,0,0.0,5.9744
CMP003-E000391,CMP003,C000391,treatment,3,1,0,0.0,2.9872
CMP003-E000392,CMP003,C000392,treatment,3,1,0,0.0,2.9872
CMP003-E000393,CMP003,C000393,treatment,2,1,0,0.0,1.9915
CMP003-E000394,CMP003,C000394,treatment,2,0,0,0.0,1.9915
CMP003-E000395,CMP003,C000395,treatment,4,1,0,0.0,3.9829
CMP003-E000396,CMP003,C000396,treatment,4,0,1,53.88,3.9829
CMP003-E000397,CMP003,C000397,treatment,4,0,0,0.0,3.9829
CMP003-E000398,CMP003,C000398,treatment,4,0,0,0.0,3.9829
CMP003-E000399,CMP003,C000399,treatment,3,0,0,0.0,2.9872
CMP003-E000400,CMP003,C000400,treatment,3,1,1,127.09,2.9872
CMP003-E000401,CMP003,C000401,control,0,0,0,0.0,0.0
CMP003-E000402,CMP003,C000402,control,0,0,0,0.0,0.0
CMP003-E000403,CMP003,C000403,treatment,3,0,0,0.0,2.9872
CMP003-E000404,CMP003,C000404,treatment,1,0,1,210.42,0.9957
CMP003-E000405,CMP003,C000405,control,0,0,0,0.0,0.0
CMP003-E000406,CMP003,C000406,treatment,2,0,0,0.0,1.9915
CMP003-E000407,CMP003,C000407,treatment,5,1,0,0.0,4.9786
CMP003-E000408,CMP003,C000408,treatment,4,1,0,0.0,3.9829
CMP003-E000409,CMP003,C000409,control,0,0,0,0.0,0.0
CMP003-E000410,CMP003,C000410,treatment,2,0,0,0.0,1.9915
CMP003-E000411,CMP003,C000411,treatment,5,1,0,0.0,4.9786
CMP003-E000412,CMP003,C000412,treatment,2,0,0,0.0,1.9915
CMP003-E000413,CMP003,C000413,treatment,1,0,0,0.0,0.9957
CMP003-E000414,CMP003,C000414,treatment,2,0,0,0.0,1.9915
CMP003-E000415,CMP003,C000415,treatment,4,0,0,0.0,3.9829
CMP003-E000416,CMP003,C000416,control,0,0,0,0.0,0.0
CMP003-E000417,CMP003,C000417,treatment,1,0,0,0.0,0.9957
CMP003-E000418,CMP003,C000418,treatment,5,2,0,0.0,4.9786
CMP003-E000419,CMP003,C000419,treatment,1,0,0,0.0,0.9957
CMP003-E000420,CMP003,C000420,treatment,6,1,0,0.0,5.9744
CMP003-E000421,CMP003,C000421,treatment,3,0,0,0.0,2.9872
CMP003-E000422,CMP003,C000422,treatment,2,0,0,0.0,1.9915
CMP003-E000423,CMP003,C000423,treatment,5,0,0,0.0,4.9786
CMP003-E000424,CMP003,C000424,treatment,2,0,0,0.0,1.9915
CMP003-E000425,CMP003,C000425,treatment,1,0,0,0.0,0.9957
CMP003-E000426,CMP003,C000426,treatment,8,1,0,0.0,7.9658
CMP003-E000427,CMP003,C000427,treatment,3,0,0,0.0,2.9872
CMP003-E000428,CMP003,C000428,control,0,0,0,0.0,0.0
CMP003-E000429,CMP003,C000429,treatment,5,1,0,0.0,4.9786
CMP003-E000430,CMP003,C000430,treatment,5,0,0,0.0,4.9786
CMP003-E000431,CMP003,C000431,treatment,3,0,0,0.0,2.9872
CMP003-E000432,CMP003,C000432,treatment,2,0,0,0.0,1.9915
CMP003-E000433,CMP003,C000433,treatment,2,0,0,0.0,1.9915
CMP003-E000434,CMP003,C000434,treatment,1,0,0,0.0,0.9957
CMP003-E000435,CMP003,C000435,control,0,0,0,0.0,0.0
CMP003-E000436,CMP003,C000436,treatment,3,0,1,73.74,2.9872
CMP003-E000437,CMP003,C000437,treatment,3,1,0,0.0,2.9872
CMP003-E000438,CMP003,C000438,treatment,2,0,0,0.0,1.9915
CMP003-E000439,CMP003,C000439,treatment,2,0,0,0.0,1.9915
CMP003-E000440,CMP003,C000440,treatment,1,0,0,0.0,0.9957
CMP003-E000441,CMP003,C000441,treatment,2,0,0,0.0,1.9915
CMP003-E000442,CMP003,C000442,treatment,4,0,1,177.38,3.9829
CMP003-E000443,CMP003,C000443,treatment,1,0,0,0.0,0.9957
CMP003-E000444,CMP003,C000444,treatment,1,0,0,0.0,0.9957
CMP003-E000445,CMP003,C000445,treatment,5,0,0,0.0,4.9786
CMP003-E000446,CMP003,C000446,treatment,1,0,0,0.0,0.9957
CMP003-E000447,CMP003,C000447,treatment,1,0,0,0.0,0.9957
CMP003-E000448,CMP003,C000448,control,0,0,0,0.0,0.0
CMP003-E000449,CMP003,C000449,treatment,7,2,0,0.0,6.9701
CMP003-E000450,CMP003,C000450,treatment,4,0,0,0.0,3.9829
CMP003-E000451,CMP003,C000451,treatment,6,0,1,176.89,5.9744
CMP003-E000452,CMP003,C000452,treatment,5,0,0,0.0,4.9786
CMP003-E000453,CMP003,C000453,treatment,2,0,0,0.0,1.9915
CMP003-E000454,CMP003,C000454,treatment,4,1,0,0.0,3.9829
CMP003-E000455,CMP003,C000455,control,0,0,0,0.0,0.0
CMP003-E000456,CMP003,C000456,treatment,5,0,0,0.0,4.9786
CMP003-E000457,CMP003,C000457,treatment,5,0,0,0.0,4.9786
CMP003-E000458,CMP003,C000458,treatment,6,0,0,0.0,5.9744
CMP003-E000459,CMP003,C000459,treatment,3,0,0,0.0,2.9872
CMP003-E000460,CMP003,C000460,treatment,3,0,0,0.0,2.9872
CMP003-E000461,CMP003,C000461,treatment,5,2,0,0.0,4.9786
CMP003-E000462,CMP003,C000462,treatment,4,0,0,0.0,3.9829
CMP003-E000463,CMP003,C000463,control,0,0,0,0.0,0.0
CMP003-E000464,CMP003,C000464,treatment,1,1,1,139.19,0.9957
CMP003-E000465,CMP003,C000465,treatment,4,0,0,0.0,3.9829
CMP003-E000466,CMP003,C000466,treatment,3,1,0,0.0,2.9872
CMP003-E000467,CMP003,C000467,treatment,6,0,0,0.0,5.9744
CMP003-E000468,CMP003,C000468,treatment,4,0,0,0.0,3.9829
CMP003-E000469,CMP003,C000469,treatment,2,0,0,0.0,1.9915
CMP003-E000470,CMP003,C000470,treatment,1,0,0,0.0,0.9957
CMP003-E000471,CMP003,C000471,control,0,0,0,0.0,0.0
CMP003-E000472,CMP003,C000472,treatment,3,0,0,0.0,2.9872
CMP003-E000473,CMP003,C000473,treatment,5,1,0,0.0,4.9786
CMP003-E000474,CMP003,C000474,treatment,2,0,0,0.0,1.9915
CMP003-E000475,CMP003,C000475,control,0,0,0,0.0,0.0
CMP003-E000476,CMP003,C000476,treatment,3,0,0,0.0,2.9872
CMP003-E000477,CMP003,C000477,treatment,4,1,0,0.0,3.9829
CMP003-E000478,CMP003,C000478,treatment,1,1,0,0.0,0.9957
CMP003-E000479,CMP003,C000479,treatment,1,1,0,0.0,0.9957
CMP003-E000480,CMP003,C000480,treatment,4,0,0,0.0,3.9829
CMP003-E000481,CMP003,C000481,treatment,3,0,0,0.0,2.9872
CMP003-E000482,CMP003,C000482,treatment,6,2,0,0.0,5.9744
CMP003-E000483,CMP003,C000483,treatment,5,3,0,0.0,4.9786
CMP003-E000484,CMP003,C000484,treatment,8,1,0,0.0,7.9658
CMP003-E000485,CMP003,C000485,treatment,4,0,0,0.0,3.9829
CMP003-E000486,CMP003,C000486,treatment,2,0,0,0.0,1.9915
